-1.459153202459743115e-01,4.676206390861259443e-02
3.432150688839489261e-01,4.539808966005961510e-01
1.516825811202274776e-01,2.442474123253151053e-01
-6.108522135817739951e-02,-3.737380168150071791e-01
-1.763477724360069665e-01,2.632306407680140570e-02
8.948396349850018527e-02,-4.832279211649107564e-01
3.884336264567248564e-01,-2.350167544063007652e-01
4.871681778884211500e-01,1.620575699719739582e-03
-3.954360375490626467e-01,-3.782055732483247112e-03
1.311596205702969531e-01,-1.571199789222225141e-01
2.299372228497409409e-02,4.277512602094034611e-01
3.650045388985475592e-01,-3.242984837203115589e-01
-4.495729421288776617e-01,-1.645287140378238755e-01
-4.834789675781318019e-01,2.053949988004606375e-01
3.304184053821823674e-03,-4.101591388874729072e-01
2.309456419099292779e-01,-2.690137287261507026e-01
2.256435316925399226e-01,-1.247913108537486160e-01
-4.076779240861878595e-01,-7.121254750876249151e-02
-4.792276034471383284e-01,-2.695637144409086527e-01
-3.832735332541471474e-01,2.869339696914436910e-01
4.505365710459318107e-01,1.395968001726605179e-01
1.266395359291619949e-01,1.624132690336208551e-01
1.899648570622833876e-01,-3.520144958880764285e-01
6.980172742675616604e-02,3.698409655221224224e-02
-2.632768997988446102e-01,3.041820006576536617e-01
2.595581065281342692e-01,1.469119432545004100e-01
4.975575910409498759e-01,3.895339366780476986e-01
-4.990633133009494404e-01,2.002209036613202819e-01
-2.823673824514723041e-01,-3.134405454054887130e-01
-2.657645269831367951e-01,2.075717587499938954e-01
-2.605037776963780027e-01,-2.474962071414531506e-01
3.168299599434160063e-01,-2.935407029874326224e-02
-3.122214441789964434e-01,-1.299394267932766356e-01
4.402342577513609356e-01,-4.024876600528415338e-02
4.584708261674952379e-02,-1.929785858609202043e-01
-8.250407996610586991e-04,-2.632803455872533283e-01
2.580724552335104116e-01,-3.752691530750416060e-01
-1.602611783296918890e-01,-8.349669285218819237e-02
-1.118774316163623217e-01,-4.610921838384167692e-01
3.290584426864251455e-03,1.211956395935730457e-01
2.180448815414173236e-01,1.929261684423894119e-01
-7.596406362637164733e-02,-2.411331073398297331e-01
-2.951019073085997535e-01,2.628467730130210622e-01
-1.380930172888459317e-01,1.570798452121583422e-01
3.565980650929639895e-01,-1.902620721735094333e-01
-1.980828126873840356e-01,2.361587702289960067e-01
-9.131085011269157725e-02,-2.240572029807444965e-01
-4.844830747647839164e-01,3.880517001156448265e-01
1.665739975530565742e-01,1.134779895024201624e-01
-4.461065054054449419e-01,3.535081731620307588e-01
-2.336055421383052000e-01,2.584278233486441145e-01
-8.199856665779070575e-02,-9.052024040877382216e-02
-1.452885807642245730e-02,2.795734933991589344e-01
2.773703445075506036e-01,-3.981957721698036190e-01
1.240475328680649136e-01,1.098530166144705555e-01
1.291977190890986060e-01,6.798814934994001913e-02
4.238478973606762956e-01,-1.311150298014965854e-01
3.199561447540468784e-01,-1.902605243506673149e-01
1.090635171248116597e-01,-2.257675605751114922e-01
-1.579735607929195762e-01,1.387067991820989388e-02
-3.512858824275747471e-01,-1.755820015425052505e-01
-3.436218069826292298e-01,4.044445827700102747e-01
-3.155248176481009192e-01,-3.603631051561946297e-01
3.826459488349867044e-01,-1.751730009115878284e-01
2.351510435083790096e-01,1.049238815797588487e-01
1.481161511545781018e-01,-1.636263125469601398e-01
3.071260684868618585e-01,4.067096081238295024e-01
2.127260426048553921e-01,-3.382534563627090929e-01
-1.208777530295956915e-02,-2.373559771955502384e-02
2.255903767047161557e-01,1.883967036038581844e-01
-2.584013737038246550e-01,-3.877288938850999012e-01
1.536163565412900223e-01,4.518104269635309089e-01
-2.382578388038856243e-01,-3.233473505718782448e-01
4.457537186278044405e-01,4.376872050597557795e-01
-2.541124788332187467e-01,4.319723849445210595e-01
-2.173256890545127717e-02,-5.612216914575307580e-02
1.602239616079719209e-01,-4.118722522476866432e-01
-4.216830948827499093e-01,3.586854920767830190e-01
4.689871625777749520e-01,2.555098991258195618e-01
-4.317957096905293835e-01,3.300822755554926324e-01
-2.620942539868772458e-01,2.173337844412289721e-01
2.944474600858669744e-01,1.525875816233891458e-01
4.580531568781652796e-01,4.513547661645855857e-01
4.729442752211566736e-01,4.493736412053245255e-01
-2.154107921260919323e-01,-4.589220451122314470e-01
4.867089857008496390e-01,6.516977733056117383e-02
-4.492901893333431929e-01,-4.719352909911793681e-01
1.894248913758843633e-01,2.766535231985988164e-01
1.979539882247733917e-01,-3.053788931046725885e-01
-1.782923336360497935e-02,3.200157410061647001e-01
-5.662904001451396496e-02,-7.538919154840950654e-02
-4.473673416510574041e-01,8.866188042869904695e-02
-4.639661012352169767e-02,-3.287860228015474506e-01
4.075359606428825554e-01,3.469824264068804842e-01
2.784311326118786845e-01,-4.742373889630069339e-01
-1.452862589739534194e-03,-4.242463358674467555e-01
-4.591028580595047925e-01,1.019347060536157645e-02
-1.043176483189873771e-01,-4.498172124405275252e-02
-2.349902242012227305e-01,4.649430538711762928e-01
-4.237399214862412888e-01,1.983338977938090553e-01
2.957625507439345824e+00,2.938367323388046515e+00
3.115144945094086015e+00,2.945485620140214866e+00
2.732507158451797480e+00,3.394320971585773172e+00
